# RockClimbingSorting
This C++ project takes the 1000 top rated rock climbing routes across the United States and sorts and manages the data using data structures and algorithms.
Sentinel Crack,Sentinel Area > Interstate Park > Northwest > Wisconsin,3.5,5.10a,1,472
The Dangler,e. The Mac Wall (Something Interesting) > The Trapps > The Gunks > New York,3.3,5.10a,1,473
Community Pillar,North Face > Magic Mountain > 10-Pine Creek Canyon > Red Rock > Southern Nevada > Nevada,3.4,5.9,8,474
Bombardment,Lower Left Wall / Ventilator Slabs > *Cathedral Ledge > New Hampshire,3.4,5.8,2,475
Art,T-Wall East > The Tennessee Wall > Tennessee,3.4,5.8,1,476
Death Flake from HELL,Wall of Denial > Ten Sleep Canyon > Wyoming,3.5,5.10a,1,477
The Entertainer,Junkyard Wall > Junkyard Area > New River Gorge Proper > The New River Gorge > West Virginia,3.4,5.10a,1,478
Fish and Chips,Creek Side > Clear Creek Canyon > Golden > Colorado,3.4,5.9+,1,479
Return to Forever  - (mid-cliff START),The Precipice aka The South Wall > -Acadia National Park > Maine,3.5,5.9,1,480
Andromeda Strain,Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Natural Bridge Region > Red River Gorge > Kentucky,3.7,5.10a,1,481
Jellyroll Arch,East Face > Grouse Slab > Donner Summit > I-80 Corridor > Lake Tahoe > California,3.4,5.8,2,482
Roger's Roof,7.3 - Horse Rampart > East Bluff 07 - Railroad Tracks > Devil's Lake > Baraboo Range > Wisconsin,3.4,5.8+,1,483
Sweet Sunday Serenade,Sunday Wall > The Access Fund Trailhead > Main Canyon: Unaweep Granite > Unaweep Canyon > Grand Junction Area > Colorado,3.4,5.9,3,484
Wild Will's Arete,Area 13 - Left Side > Area 13 > Clark Canyon > Mammoth Lakes Area > Sierra Eastside > California,3.4,5.8,1,485
Central Scrutinizer,Pebble Beach > Northern Gorge > Red River Gorge > Kentucky,3.5,5.9,1,486
Ending Crack,Sespe Gorge (Black Wall) > Hwy 33/Ojai > Central Coast > California,3.4,5.7 PG13,2,487
Good Times,Eastern Sky Bridge Ridge > Northern Gorge > Red River Gorge > Kentucky,3.5,5.8+,1,488
Charybdis,17: Hawk's Nest > East Bluff 04 - East Rampart > Devil's Lake > Baraboo Range > Wisconsin,3.5,5.7,1,489
Simple Suff,k. The Slime Wall > The Trapps > The Gunks > New York,3.4,5.10a/b,1,490
Mr. Clean,Lower Mount Scott > Mount Scott > Wichita Mountains Wildlife Refuge > Oklahoma,3.4,5.8,1,491
St. Vitus' Dance,The Apron > The Chief > Squamish > British Columbia > Canada > North America > International,3.3,5.9,5,492
Werk Supp,The Bastille - N Face > The Bastille > Eldorado Canyon SP > Boulder > Colorado,3.4,5.9,2,493
Blood Sweat and Chalk,Impact Zone > Main Wall > Franklin Gorge > West Virginia,3.4,5.9+,1,494
Bee Line,Stronghold Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,3.4,5.9 R,3,495
Nutcracker 5.9 Start Variation,5. Manure Pile Buttress (aka Ranger Rock) > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California,3.4,5.9,2,496
The Second Coming,Muralla Grande > Chimney Canyon > Sandia Mountains > Albuquerque Area > New Mexico,3.4,5.8,4,497
Turner's Flake,Thin Air Face > *Cathedral Ledge > New Hampshire,3.4,5.8,1,498
Castor,Upper Broadway > South Peak - East Face > Seneca Rocks > West Virginia,3.4,5.10a,1,499
The Guillotine,The Alcove > Echo Cliffs > Santa Monica Mountains > Los Angeles Basin > California,3.4,5.10a/b,1,500
Ace of Spades,White Cliffs of Dover - Left Side > White Cliffs of Dover > Quail Springs Area > Joshua Tree National Park > California,3.4,5.9,1,501
Party Time,Fortress Wall > Northern Gorge > Red River Gorge > Kentucky,3.4,5.7,2,502
The Big Deal,PSOM Slab > Scheelite Crags / PSOM Slab > Pine Creek Canyon > Bishop Area > Sierra Eastside > California,3.3,5.9,4,503
Pakistani Route,Big Black Face > Sunshine > Spearfish Canyon > South Dakota,3.4,5.9+,1,504
Orbit,Snow Creek Wall > Snow Creek Area > Icicle Creek > Leavenworth > Central-East Cascades Wenatchee & Leavenworth > Washington,3.3,5.8+ PG13,7,505
Strictly From Nowhere,d. Strictly - The Ceiling > The Trapps > The Gunks > New York,3.4,5.7,2,506
Extreme Unction,Watchtower Main > The Watchtower > Ferguson Canyon > Central Wasatch > Wasatch Range > Utah,3.4,5.10a,1,507
Young Warriors,South Face > Beacon Rock > Columbia Gorge > South-West & Tacoma > Washington,3.4,5.9,5,508
Dappled Mare,Lost Horse Wall - Right Side > Lost Horse Wall > Lost Horse Area > Joshua Tree National Park > California,3.3,5.8,4,509
Squid Kid,3. Trailhead Wall > Monitor Rock > Independence Pass > Colorado,3.4,5.10a,1,510
Brinton's Direct,07: Brinton's Buttress > East Bluff 04 - East Rampart > Devil's Lake > Baraboo Range > Wisconsin,3.5,5.8+,1,511
High Mountain Woody,Starr Wall > The Malamute > Squamish > British Columbia > Canada > North America > International,3.4,5.8+,1,512
Valdez Overhang,Chopping Block > Chopping Block > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota,3.4,5.9,1,513
Prime Rib,Goat Wall > Mazama > Okanogan > Washington,2.8,-5.9,11,514
Neat and Cool,Neat and Cool > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International,3.4,5.10a,1,515
Ragged Edge,Vesper Peak > Glacier Peak Wilderness > Darrington and Mountain Loop Hwy > Northwest Region > Washington,3.1,5.7,6,516
Smokestack,New Wave > *Rumney > New Hampshire,3.4,5.9+,1,517
Beckey's Wall,Beckey's Wall Area > Gate Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah,3.3,5.7,3,518
Airlie Gardens,Main Tier > Ship Rock > 2. Northern Mountains Region > North Carolina,3.7,5.9,2,519
Grand Giraffe,Redgarden - Tower One > Redgarden Wall > Eldorado Canyon SP > Boulder > Colorado,3.4,5.10a,5,520
Prerequisite for Excellence,T-Wall East > The Tennessee Wall > Tennessee,3.4,5.8,1,521
Diagonal,Combat Rock > Big Thompson Canyon > Estes Park Valley > Colorado,3.4,5.9,2,522
Hand Crack (aka White Lightning),West Ridge - part D - Xanadu to Pony Express > The West Ridge > Eldorado Canyon SP > Boulder > Colorado,3.4,5.10a,1,523
Wegetables I've Never Seen Before,l. Sleepy Hollow > The Trapps > The Gunks > New York,3.4,5.10a,1,524
Dancing Outlaw,North Forty Routes > North Side > Horseshoe Canyon Ranch > North-Central Arkansas > Arkansas,3.4,5.9+,1,525
Centerpiece,Chimney Rock > 2 - Bear Canyon > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,3.4,-5.1,1,526
Half-A-Finger,Dihedrals Area > Gate Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah,3.4,5.9+,1,527
Pine Tree Eliminate,Airation Buttress > *Cathedral Ledge > New Hampshire,3.4,5.8+,1,528
Wonderland,Pixie Corner > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International,3.4,5.9,1,529
Mother   1,Nautilus > Vedauwoo > Wyoming,3.4,5.7+,1,530
Air Guitar,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee AKA Vantage > Central Region > Washington,3.4,5.10a,1,531
Octopus Garden in the Shade,Octopus Garden > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International,3.3,5.8,1,532
Scimitar,East Wall > Main Formation > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California,3.4,5.9 R,3,533
Jawa Jam,Tatooine > Galaxy Area > Rock Canyon > Southern Wasatch > Wasatch Range > Utah,3.4,5.9,1,534
Kingsnake,West Side > Winslow Wall > East Clear Creek > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona,3.6,5.9+,1,535
Comatose,Comatose Area > Rumbling Bald > 1. Southern Mountains Region > North Carolina,3.4,5.8,1,536
Moby Dick,Whale Dome > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona,3.3,5.8,6,537
Popular Mechanics,White Cliffs of Dover - Left Side > White Cliffs of Dover > Quail Springs Area > Joshua Tree National Park > California,3.4,5.9,1,538
Tigger,Gallatin Tower > West Side > Gallatin Canyon > Southwest Region > Montana,3.4,5.10a/b,2,539
Plate Tectonics,Tectonic Wall > Muir Valley > Red River Gorge > Kentucky,3.3,5.10a,1,540
Slim Pickins,The Spider's Web > B: Chapel Pond Pass > Adirondacks > New York,3.4,5.9+,1,541
The Tree Route,2 Bridge Buttress > Bridge Area > New River Gorge Proper > The New River Gorge > West Virginia,3.4,5.10a,1,542
Hidden Assets,T-Wall East > The Tennessee Wall > Tennessee,3.5,5.10a,1,543
Annie Oh!,h. The Arrow Wall - CCK > The Trapps > The Gunks > New York,3.4,5.8+,2,544
Friday's Folly,Third Flatiron > North > Flatirons > Boulder > Colorado,3.4,5.7,1,545
West Pillar,Eichorn Pinnacle > Cathedral Range > Tuolumne Meadows > Yosemite National Park > California,3.4,5.9,5,546
Divine Comedy,Dante's Wall > 03-First Pullout (Calico I) > Red Rock > Southern Nevada > Nevada,3.3,5.10a,1,547
Bartleby -(Central Slab),The Precipice aka The South Wall > -Acadia National Park > Maine,3.4,5.8,1,548
To Defy The Laws Of Tradition,Left Flank > Northern Gorge > Red River Gorge > Kentucky,3.3,5.10a,1,549
Limelight,h. The Arrow Wall - CCK > The Trapps > The Gunks > New York,3.3,5.7,2,550
Watermarks,2.  Balanced Rock Wall > East Bluff 06 - Balanced Rock > Devil's Lake > Baraboo Range > Wisconsin,3.4,5.8,1,551
Absolutely Free Center,2. Lower Brother > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California,3.4,5.9,3,552
5 Gallon Buckets,(g) Morning Glory Wall > Smith Rock > Central Oregon > Oregon,3.2,5.8,1,553
Spooky, The Charlatan > The Needles > The Needles / Kern River > Western Sierra > California,3.3,5.9,2,554
Aguja Celo Rey,Las Agujas (The Spires) > El Potrero Chico > Nuevo Leon > Mexico > North America > International,3.4,5.10a,2,555
Black Dagger,Brownstone Wall > 11-Juniper Canyon > Red Rock > Southern Nevada > Nevada,3.3,5.8 PG13,6,556
Golden Bucket,Foodbar Wall > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,3.4,5.10a,1,557
Ewephoria,The Sheepshead > Sheepshead Area (Southwest) > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona,3.2,5.8,5,558
The Seal,North Side > Looking Glass Rock > 1. Southern Mountains Region > North Carolina,3.4,5.10a/b,4,559
Green Wall,South Peak West Face (Main Area) > South Peak - West Face > Seneca Rocks > West Virginia,3.3,5.7,3,560
Psycho-Path,Psycho Tower > Big Gypsum - Dolores > Naturita and Paradox Valley > Colorado,3.7,5.9,3,561
Lively Up Yourself,The Northern End > Trout Creek > Central Oregon > Oregon,3.4,-5.1,1,562
Lost Ego,Sentinel Area > Interstate Park > Northwest > Wisconsin,3.4,5.8+,1,563
Cryptic,Headstone Rock > Ryan Campground > Sheep Pass Area > Central Joshua Tree > Joshua Tree National Park > California,3.1,5.8,1,564
Flakes,Ed and Terry Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah,3.4,5.7,1,565
Guide's Wall,Cascade Canyon > Grand Teton National Park > Wyoming,3.3,5.8,6,566
The Tao (Previously known as D4),Davis Face > Buena Vista > Colorado,3.3,5.9+,6,567
Double Helix (aka Rikert's Corner),Rose Ledge > Western MA > Massachusetts,3.4,5.9,1,568
Horse d'Oeuvre (aka Pony Express P1 to Zip Code),West Ridge - part C - Pony Express to Long John > The West Ridge > Eldorado Canyon SP > Boulder > Colorado,3.4,5.9,1,569
Marshall's Madness,South Peak West Face (Main Area) > South Peak - West Face > Seneca Rocks > West Virginia,3.4,5.9,3,570
Pollux,Upper Broadway > South Peak - East Face > Seneca Rocks > West Virginia,3.4,5.10a,1,571
Boltergeist,The Hideout > Muir Valley > Red River Gorge > Kentucky,3.3,5.10a/b,1,572
Selam,Lower Virgin > Virgin Canyon > El Potrero Chico > Nuevo Leon > Mexico > North America > International,3.4,-5.1,1,573
Pale Skinned Nebraskan (submitted as (Enter) Sandman),Jabba Buttress > East  Animas > Durango > Colorado,3.4,5.10a,1,574
MRC Direct,Old Easy > Vedauwoo > Wyoming,3.4,5.9,2,575
Wolf's Tooth,Twin Owls > Lumpy Ridge > Estes Park Valley > Colorado,3.4,5.8+,2,576
Black Elk,Good Medicine Area > Ruth Lake > Uinta Mountains > Northeast Utah > Utah,3.4,5.10a,1,577
Bitty Buttress,Bitty Buttress > Boulder Canyon > Boulder > Colorado,3.3,5.8+,3,578
Celestial Groove,Pearly Gates > Snow Creek Area > Icicle Creek > Leavenworth > Central-East Cascades Wenatchee & Leavenworth > Washington,3.4,5.9+,1,579
Call it a Knight,Ed and Terry Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah,3.4,5.10a,1,580
First Class,Funarama > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International,3.4,5.8+,1,581
Slot Machine,Bulletheads South > The Bulletheads > The Chief > Squamish > British Columbia > Canada > North America > International,3.4,5.8+,2,582
Latch Key Kids,Whippoorwill > Summersville (Gauley River) Area > The New River Gorge > West Virginia,3.4,5.10a/b,1,583
The Hot Zone,The Catacomb > The Monastery > Big Thompson Canyon > Estes Park Valley > Colorado,3.4,-5.9,1,584
Calculus Crack,The Apron > The Chief > Squamish > British Columbia > Canada > North America > International,3.2,5.8,5,585
Ritz Cracker,8) Ritz Cracker Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,3.4,5.9,2,586
The Long Climb,(d) Northwest Recess > Tahquitz Rock > Tahquitz & Suicide Rocks > California,3.2,5.8,6,587
Left Hand Crack,Left Hand > First Buttress > Taylor Canyon > Gunnison > Colorado,3.4,5.8+,1,588
Touch and Go,1. Black Wall - Left > Black Wall > Donner Summit > I-80 Corridor > Lake Tahoe > California,3.4,5.9,4,589
Wind Ridge,Wind Tower - SW Face > The Wind Tower > Eldorado Canyon SP > Boulder > Colorado,3.1,5.7,4,590
Open Sesame,T-Wall East > The Tennessee Wall > Tennessee,3.4,5.8+,1,591
Deface Crack,Bluff Street Cracks > Saint George > Southwest Utah > Utah,3.4,5.10a,1,592
Touch 'N' Go,Redgarden - Tower Two > Redgarden Wall > Eldorado Canyon SP > Boulder > Colorado,3.3,-5.9,1,593
Sweat,News Wall > Main Dome > Enchanted Rock State Natural Area > Texas,3.3,5.7,1,594
Apoplexy,a1. The Uberfall - left > The Trapps > The Gunks > New York,3.3,5.9,1,595
Plum Pudding,Mid Wall > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,3.4,5.9,1,596
Star Dancer,Middle Marker Area > Marker > Magna Carta > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota,3.4,5.8,1,597
Johnny Vegas,Solar Slab - Lower Tier > 12-Oak Creek Canyon > Red Rock > Southern Nevada > Nevada,3.1,5.7,4,598
Gandalf's Grip,(1) North Face > Broughton Bluff > Portland & The Gorge > Oregon,3.3,5.9+,3,599
Canary,Upper Castle > Castle Rock > Tumwater Canyon > Leavenworth > Central-East Cascades Wenatchee & Leavenworth > Washington,3.3,5.8+,2,600
Jam Exam,Orange Sunshine area > Royal Columns > Tieton River > South-Central & Yakima > Washington,3.4,5.9,1,601
Cast In Stone,The Negativity Cave > The Benches > The Emeralds > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California,3.3,5.8,2,602
El Cracko Diablo,South and East Faces > Devils Tower > Wyoming,3.2,5.8,2,603
Shock and Awe,The Hideout > Muir Valley > Red River Gorge > Kentucky,3.4,5.7,1,604
North Ridge of Matthes Crest,Matthes Crest > Cathedral Range > Tuolumne Meadows > Yosemite National Park > California,3.9,5.8,1,605
Snake,The Apron > The Chief > Squamish > British Columbia > Canada > North America > International,3.3,5.9,5,606
Mushroom,Main Area Frontside > The Papoose > Shannon Falls > Squamish > British Columbia > Canada > North America > International,3.4,5.9,1,607
Battered Sandwich,Private Idaho > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,3.3,5.9,1,608
Peanuts To Serve You,Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,3.4,5.9,1,609
The Stretcher,05: Pedestal Buttress > East Bluff 04 - East Rampart > Devil's Lake > Baraboo Range > Wisconsin,3.4,5.9+,1,610
Steel Crazy,Southeast Face > The Fortress > 8 - Summit Crags > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,3.3,5.9,4,611
Man Servant,Magoo Rock > East Side > Horseshoe Canyon Ranch > North-Central Arkansas > Arkansas,3.4,5.9+,1,612
Roseland,b. Gelsa to Moe (closure) > The Near Trapps > The Gunks > New York,3.3,5.9,3,613
Metamorphosis,Armed and Dangerous (Main Cliff Left) > *Rumney > New Hampshire,3.3,5.8+,1,614
Sweet Thin,Brownstone Wall > 11-Juniper Canyon > Red Rock > Southern Nevada > Nevada,3.4,5.9,7,615
Pocket Puzzle,The Pond > Queen Creek Canyon > Central Arizona > Arizona,3.3,5.10a,1,616
Alphonse,a. Beginning of cliff to Gelsa > The Near Trapps > The Gunks > New York,3.3,5.8,2,617
Men in Tights,The Cinema > Take-Out Beach > River Road > Southeast Utah > Utah,3.3,5.10a,1,618
West Buttress,The Bastille - W Face > The Bastille > Eldorado Canyon SP > Boulder > Colorado,3.3,5.10a,3,619
Sundial Crack,Nose Area > Looking Glass Rock > 1. Southern Mountains Region > North Carolina,3.2,-5.8,4,620
I Can't Believe It,Slabbage Patch > City of Rocks > South Idaho > Idaho,3.4,5.10a,1,621
Stubborn Swede,E.  The Monument > C. Hidden Peaks > E. South Canyon > *Jackson Falls > Illinois,3.3,5.8,1,622
The Viewing,Coffin Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah,3.3,5.10a R,1,623
Rockaholic,Lower Beer Wall > Beer Walls > B: Chapel Pond Pass > Adirondacks > New York,3.3,5.8,1,624
Wheels on Fire,Green Adjective Gully > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah,3.3,5.9,1,625
High Strung,Foolproof Tower > West Wonderland Valley > Wonderland Valley > Wonderland South > Wonderland of Rocks > Joshua Tree National Park > California,3.3,5.9,1,626
Tarantella,Lilly Bluff > Obed & Clear Creek > Tennessee,3.3,5.10a,1,627
Rockwork Orange,Rockwork Orange Boulder > Mount Woodson > North San Diego County > San Diego County > California,3.3,5.10a,1,628
YMC Route,Main Cliff > Ragged Mountain > Central Valley > Connecticut,3.3,5.9,1,629
jasonbecker.com,The Bank > Shelf Road > Canon City > Colorado,3.3,-5.1,1,630
Best Seat In The House,The Balcony > South Clear Creek > Obed & Clear Creek > Tennessee,3.3,5.9,1,631
Lost Face Finger Crack,05: Lost Face Area > 1: Prospect Point Rampart > West Bluff 05 - West Rampart > Devil's Lake > Baraboo Range > Wisconsin,3.5,5.7,1,632
Dementia,Happy Hour Crag > Boulder Canyon > Boulder > Colorado,3.3,5.10a,1,633
Dance of the Sugar-Plum Faeries,Shovel Point > Tettegouche SP (North Shore) > Minnesota,3.3,5.8,1,634
Ginger Cracks,Ginger Buttress > 11-Juniper Canyon > Red Rock > Southern Nevada > Nevada,3.2,5.9,7,635
Fun City,The Barkeater Cliff > C: Keene Region > Adirondacks > New York,3.3,5.7,1,636
Anthill Direct,Redgarden - S Buttress > Redgarden Wall > Eldorado Canyon SP > Boulder > Colorado,3.3,5.9- R,5,637
Damnation Crack,Upper Castle > Castle Rock > Tumwater Canyon > Leavenworth > Central-East Cascades Wenatchee & Leavenworth > Washington,3.3,5.9+,1,638
Dave's Deviation,West Face - Left Side > (g) West Face > Tahquitz Rock > Tahquitz & Suicide Rocks > California,3.3,5.9,3,639
Out of Sight,Out of Sight Boulder Area > Mount Woodson > North San Diego County > San Diego County > California,3.3,5.9,1,640
Quarryman,Penny Lane > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International,3.2,5.8,1,641
Groovy Marcia!,I. The Ranch > E. South Canyon > *Jackson Falls > Illinois,3.3,5.9,1,642
Pope's Crack,Echo Rock - South Face > Echo Rock > Echo Rock Area > Central Joshua Tree > Joshua Tree National Park > California,3.2,5.9,1,643
Three Doves,h. The Arrow Wall - CCK > The Trapps > The Gunks > New York,3.3,5.8+,2,644
Fantasy Ridge,The Bookmark > Lumpy Ridge > Estes Park Valley > Colorado,3.3,5.9 PG13,4,645
Owl Crack,Triple Cracks Sanctuary > Echo Canyon > Enchanted Rock State Natural Area > Texas,3.3,5.8+,1,646
Walk on the Wild Side,Saddle Rocks - Skirt  (West Face) > Saddle Rocks - Skirt > Saddle Rocks > Saddle Rocks Area > Sheep Pass Area > Central Joshua Tree > Joshua Tree National Park > California,3.1,5.8,3,647
Chrysler Crack,Sandy Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rock > Southern Nevada > Nevada,3.8,5.9,1,648
Clean Slate,2. Middle Area > Main Wall > Peaks Crag > San Francisco Peaks > Flagstaff Area > Northern Arizona > Arizona,3.3,5.9,1,649
New Wave,East and Northeast Buttress Approach > Devils Tower > Wyoming,3.3,5.10a,2,650
Squeeze My Lemon,Lizard Head Wall > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah,3.3,5.7,1,651
Rock n Rolla,Candy Land > Bowman Valley > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California,3.3,5.9,1,652
Bird on a Wire,Lost Horse Wall - Right Side > Lost Horse Wall > Lost Horse Area > Joshua Tree National Park > California,3.3,5.10a,3,653
Tilman's Arete,Tilman's Arete > B: Chapel Pond Pass > Adirondacks > New York,3.3,5.7,2,654
Man on the Moon,Main Wall > Higher Solitude > Solitude Canyon > Mt. Elden Crags > Flagstaff Area > Northern Arizona > Arizona,3.2,-5.1,4,655
Son of Belayer Slayer,Pub Wall > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,3.3,5.10a PG13,1,656
Venusian Blind,Temple Crag > 09 - Palisades & Surrounding Peaks > High Sierra > California,3.1,5.7,13,657
Surrealistic Pillar,Lower Buttress > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California,3.1,5.7,3,658
Frigid Air Buttress,Frigid Air Buttress > 09-Icebox Canyon > Red Rock > Southern Nevada > Nevada,3.2,5.9+,7,659
Little Sheba,West Face of the Lamb > Lamb Dome > Tuolumne Meadows > Yosemite National Park > California,3.3,5.10a,1,660
Beetle Byway,The Other Place (CLOSED) > South Side Crags (CLOSED) > Meadow River Gorge > The New River Gorge > West Virginia,3.3,5.8,1,661
First Kiss,(t) Kiss of the Lepers Buttress > Smith Rock > Central Oregon > Oregon,3.2,5.7,5,662
The Prow (Kit Carson),The Crestones > Sangre de Cristo Range > Alpine Rock > Colorado,3.7,5.8 R,1,663
The Convict,The Maze  (aka Amaze-ing) > Vedauwoo > Wyoming,3.4,-5.9,1,664
Crescent Crack,Crescent Crack Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah,2.9,5.7,2,665
Tunnel Vision,Angel Food Wall > 06-White Rock Spring > Red Rock > Southern Nevada > Nevada,3.1,5.7,6,666
Winter Harvest,Reeds Creek > West Virginia,3.6,5.8,1,667
Gorilla My Dreams,Winkie Dinkie Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,3.3,5.10a,1,668
All He's Ever Gonna Have,The Aspen Glade > Aspen Glade > Wild Iris > Lander Area > Wyoming,3.3,5.10a,1,669
Room To Shroom,Room To Shroom Area > Barker Dam Area > Central Joshua Tree > Joshua Tree National Park > California,3.3,5.9,1,670
Super Hands (aka Ranger Crack),Lower Falls Amphitheater > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California,3.2,5.8,1,671
White Whale,Left Book > Lumpy Ridge > Estes Park Valley > Colorado,3.1,5.7,4,672
Cottonmouth,Cotton Top > Cotton Hill > New River Gorge Proper > The New River Gorge > West Virginia,3.3,5.10a,1,673
Bird's Nest,The North End > *Cathedral Ledge > New Hampshire,3.3,5.9,1,674
Blue Runner,Fortress Wall > Northern Gorge > Red River Gorge > Kentucky,3.3,5.9 PG13,1,675
Little Wing,Secret Garden > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky,3.3,5.9,1,676
Eleventh Hour,Sundial > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah,3.2,5.8,4,677
Intertwine,5. Main Face > Crow Hill > Crow Hill and Leominster Area > Central MA > Massachusetts,3.2,5.8,1,678
Chihuahua Power,Lost Hawk > 2 - Bear Canyon > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,3.2,5.9,1,679
New Deviations,Ap. New Diversions > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California,3.4,5.9,1,680
Sideshow,Gong Show Wall > Rock Creek > Mammoth Lakes Area > Sierra Eastside > California,3.3,5.10a,1,681
Super Slide,Western Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California,3.2,5.9,5,682
GM Route,The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,3.2,5.9,3,683
Wicker Cranium,Up Among the Firs > Murrin Park > Squamish > British Columbia > Canada > North America > International,3.3,5.9,1,684
North Face Center,Cob Rock > Boulder Canyon > Boulder > Colorado,3.2,5.7+,2,685
Lotta Balls,Lotta Balls Wall > 14-First Creek Canyon > Red Rock > Southern Nevada > Nevada,3.1,5.8,3,686
Aftonroe,Take it for Granite > Mt. Cory > Banff National Park > Alberta > Canada > North America > International,3,5.7,8,687
Delirium Tremens,Delirium Tremens > (w) The Marsupials > Smith Rock > Central Oregon > Oregon,3.8,5.10a/b,1,688
Fool Effect,E) Kaymoor Slabs > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia,3.3,5.9,1,689
Wheels on Fire Direct,Green Adjective Gully > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah,3.3,5.10a,1,690
Permanent Income Hypothesis,Right Side Gully > The Fortress > Hwy 33/Ojai > Central Coast > California,3.4,5.9,1,691
Creature Feature,Phantasia > Northern Gorge > Red River Gorge > Kentucky,3.2,5.9,1,692
Bong Bong Firecracker,The Sail > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah,3.3,5.7+,1,693
Cruising Lane,Funk Rock City > Northern Gorge > Red River Gorge > Kentucky,3.3,5.10a,1,694
Nightstalker,Owl Rock > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,3.2,5.9,1,695
Southeast Face,Clyde Minaret > 04 - Ritter & Minarets > High Sierra > California,3.7,5.8+,13,696
Interiors,Interiors Wall Area > Escalante Canyon > Grand Junction Area > Colorado,3.2,5.8,1,697
Excitable Boys,Muralla Grande > Chimney Canyon > Sandia Mountains > Albuquerque Area > New Mexico,3.3,5.9+,7,698
The Arete,9. The Dream Wall > Echo Crag > WM: Franconia Notch > New Hampshire,3.5,5.8,1,699
Upper Royal's Arch,West Face - Left Side > (g) West Face > Tahquitz Rock > Tahquitz & Suicide Rocks > California,3.2,5.8,1,700
Amazing Face,Lower Tier > Boy Scout Rocks > Mount Diablo State Park > San Francisco Bay Area > California,3.2,5.10a,1,701
Sunshine Buttress,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee AKA Vantage > Central Region > Washington,3.2,5.10a,1,702
George and Martha,(c) King Pins > Sunshine Wall > Echo Basin > Frenchman Coulee AKA Vantage > Central Region > Washington,3.2,5.10a,1,703
Deviant,Cadillac Crag > Eldorado Canyon SP > Boulder > Colorado,3.2,5.10a,1,704
Hotter Than Hell,Inferno - Atlantis Area > 2. South Buttress > *Whitehorse Ledge > New Hampshire,3.2,5.9,2,705
